Facility ID,"Patients who gave a rating of ""6"" or lower (low)","Patients who gave a rating of ""7"" or ""8"" (medium)","Patients who gave a rating of ""9"" or ""10"" (high)","Doctors ""always"" communicated well","Doctors ""always"" explained things so they could understand","Doctors ""always"" listened carefully","Doctors ""always"" treated them with courtesy and  respect","Doctors ""sometimes"" or ""never"" communicated well","Doctors ""sometimes"" or ""never"" explained things so they could understand","Doctors ""sometimes"" or ""never"" listened carefully","Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect","Doctors ""usually""  treated them with courtesy and  respect","Doctors ""usually"" communicated well","Doctors ""usually"" explained things so they could understand","Doctors ""usually"" listened carefully"
10128.0,7.0,11.0,82.0,83.0,83.0,81.0,85.0,4.0,4.0,2.0,5.0,10.0,13.0,13.0,17.0
10129.0,5.0,20.0,75.0,84.0,81.0,84.0,87.0,4.0,5.0,5.0,3.0,10.0,12.0,14.0,11.0
10130.0,3.0,13.0,84.0,80.0,77.0,78.0,86.0,4.0,5.0,4.0,4.0,10.0,16.0,18.0,18.0
10131.0,15.0,23.0,62.0,76.0,71.0,74.0,82.0,7.0,8.0,7.0,5.0,13.0,17.0,21.0,19.0
10139.0,18.0,25.0,57.0,77.0,72.0,76.0,84.0,6.0,8.0,6.0,5.0,11.0,17.0,20.0,18.0
10144.0,8.0,19.0,73.0,79.0,74.0,77.0,85.0,4.0,5.0,4.0,3.0,12.0,17.0,21.0,19.0
10148.0,8.0,23.0,69.0,90.0,87.0,89.0,93.0,2.0,3.0,1.0,2.0,5.0,8.0,10.0,10.0
10149.0,6.0,17.0,77.0,79.0,74.0,78.0,85.0,4.0,5.0,4.0,3.0,12.0,17.0,21.0,18.0
10150.0,15.0,21.0,64.0,79.0,79.0,76.0,81.0,7.0,7.0,9.0,6.0,13.0,14.0,14.0,15.0
10157.0,2.0,41.0,57.0,79.0,73.72244205765969,77.30949689089881,85.2984737139627,0.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,21.0,19.886093838326737,16.945449406444318
10158.0,10.0,22.0,68.0,87.0,83.0,86.0,92.0,2.0,2.0,2.0,1.0,7.0,11.0,15.0,12.0
10164.0,10.0,20.0,70.0,82.0,78.0,80.0,86.0,3.0,3.0,3.0,3.0,11.0,15.0,19.0,17.0
10168.0,4.0,10.0,86.0,85.0,79.0,85.0,92.0,4.0,5.0,4.0,3.0,5.0,11.0,16.0,11.0
10169.0,11.0,23.0,66.0,85.0,83.0,83.0,90.0,4.0,7.0,2.0,2.0,8.0,11.0,10.0,15.0
10173.0,2.0,10.0,88.0,87.0,84.0,88.0,90.0,2.0,2.0,3.0,1.0,9.0,11.0,14.0,9.0
10174.0,4.0,25.0,71.0,91.0,73.72244205765969,77.30949689089881,85.2984737139627,3.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,6.0,19.886093838326737,16.945449406444318
10175.0,9.0,23.0,68.0,89.0,73.72244205765969,77.30949689089881,85.2984737139627,2.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,9.0,19.886093838326737,16.945449406444318
11300.0,3.0,8.0,89.0,86.0,84.0,80.0,91.0,2.0,3.0,2.0,1.0,8.0,12.0,13.0,18.0
11302.0,4.0,15.0,81.0,94.0,88.0,95.0,97.0,1.0,2.0,2.0,0.0,3.0,5.0,10.0,3.0
11304.0,0.0,8.0,92.0,84.0,73.72244205765969,77.30949689089881,85.2984737139627,5.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,11.0,19.886093838326737,16.945449406444318
11306.0,5.0,18.0,77.0,87.0,73.72244205765969,77.30949689089881,85.2984737139627,4.0,6.391464104013567,5.745053702656868,3.671848501978519,11.02967778405879,9.0,19.886093838326737,16.945449406444318
20001.0,8.0,24.0,68.0,77.0,72.0,74.0,86.0,5.0,6.0,6.0,3.0,11.0,18.0,22.0,20.0
20006.0,6.0,24.0,70.0,79.0,71.0,79.0,87.0,4.0,4.0,4.0,2.0,11.0,17.0,25.0,17.0
20008.0,6.0,32.0,62.0,82.0,75.0,81.0,91.0,3.0,4.0,4.0,2.0,7.0,15.0,21.0,15.0
20012.0,7.0,23.0,70.0,77.0,72.0,76.0,83.0,5.0,5.0,5.0,4.0,13.0,18.0,23.0,19.0
20017.0,10.0,26.0,64.0,74.0,67.0,74.0,80.0,7.0,7.0,7.0,6.0,14.0,19.0,26.0,19.0
20018.0,13.0,26.0,61.0,73.0,64.0,72.0,81.0,6.0,8.0,5.0,5.0,14.0,21.0,28.0,23.0
20024.0,5.0,22.0,73.0,78.0,73.0,77.0,85.0,4.0,5.0,4.0,3.0,12.0,18.0,22.0,19.0
20026.0,13.0,24.0,63.0,78.0,74.0,77.0,83.0,4.0,5.0,5.0,3.0,14.0,18.0,21.0,18.0
21306.0,5.0,14.0,81.0,87.0,82.0,86.0,92.0,4.0,6.0,3.0,2.0,6.0,9.0,12.0,11.0
21311.0,8.0,26.0,66.0,87.0,82.0,86.0,95.0,3.0,3.0,4.0,3.0,2.0,10.0,15.0,10.0
21313.0,3.0,21.0,76.0,86.0,80.0,87.0,90.0,3.0,4.0,3.0,3.0,7.0,11.0,16.0,10.0
30002.0,10.0,22.0,68.0,76.0,71.0,74.0,84.0,5.0,6.0,5.0,4.0,12.0,19.0,23.0,21.0
30006.0,10.0,24.0,66.0,73.0,67.0,69.0,82.0,7.0,8.0,8.0,5.0,13.0,20.0,25.0,23.0
30007.0,10.0,27.0,63.0,75.0,67.0,73.0,86.0,6.0,7.0,7.0,3.0,11.0,19.0,26.0,20.0
30010.0,17.0,26.0,57.0,76.0,71.0,73.0,84.0,7.0,8.0,8.0,5.0,11.0,17.0,21.0,19.0
30011.0,23.0,29.0,48.0,66.0,62.0,63.0,75.0,11.0,12.0,12.0,7.0,18.0,23.0,26.0,25.0
30012.0,12.0,23.0,65.0,72.0,66.0,71.0,80.0,8.0,9.0,8.0,5.0,15.0,20.0,25.0,21.0
30013.0,14.0,26.0,60.0,69.0,61.0,66.0,80.0,8.0,9.0,9.0,5.0,15.0,23.0,30.0,25.0
30014.0,9.0,20.0,71.0,76.0,71.0,74.0,84.0,5.0,7.0,5.0,2.0,14.0,19.0,22.0,21.0
30016.0,12.0,30.0,58.0,71.0,66.0,68.0,79.0,8.0,9.0,11.0,4.0,17.0,21.0,25.0,21.0
30022.0,13.0,30.0,57.0,72.0,66.0,69.0,81.0,8.0,10.0,8.0,5.0,14.0,20.0,24.0,23.0
30023.0,9.0,22.0,69.0,79.0,74.0,77.0,86.0,5.0,7.0,6.0,3.0,11.0,16.0,19.0,17.0
30024.0,7.0,18.0,75.0,78.0,72.0,77.0,85.0,6.0,8.0,7.0,3.0,12.0,16.0,20.0,16.0
30030.0,26.0,23.0,51.0,63.0,56.0,59.0,73.0,13.0,17.0,12.0,9.0,18.0,24.0,27.0,29.0
30036.0,8.0,18.0,74.0,73.0,67.0,69.0,83.0,7.0,8.0,9.0,4.0,13.0,20.0,25.0,22.0
30037.0,16.0,28.0,56.0,75.0,73.0,69.0,82.0,6.0,8.0,7.0,4.0,14.0,19.0,19.0,24.0
30038.0,7.0,16.0,77.0,76.0,67.0,74.0,86.0,5.0,6.0,6.0,4.0,10.0,19.0,27.0,20.0
30043.0,12.0,26.0,62.0,73.0,68.0,71.0,81.0,8.0,9.0,9.0,6.0,13.0,19.0,23.0,20.0
30055.0,12.0,27.0,61.0,73.0,68.0,70.0,82.0,8.0,9.0,8.0,6.0,12.0,19.0,23.0,22.0
30061.0,13.0,27.0,60.0,71.0,67.0,69.0,78.0,7.0,9.0,8.0,5.0,17.0,22.0,24.0,23.0
30062.0,11.0,25.0,64.0,68.0,62.0,64.0,78.0,9.0,10.0,11.0,6.0,16.0,23.0,28.0,25.0
30064.0,10.0,25.0,65.0,73.0,68.0,70.0,82.0,5.0,7.0,5.0,4.0,14.0,22.0,25.0,25.0
30065.0,13.0,26.0,61.0,69.0,63.0,67.0,77.0,8.0,10.0,10.0,6.0,17.0,23.0,27.0,23.0
30069.0,15.0,31.0,54.0,70.0,64.0,66.0,81.0,8.0,11.0,9.0,5.0,14.0,22.0,25.0,25.0
30071.0,6.0,23.0,71.0,76.0,72.0,77.0,80.0,6.0,7.0,6.0,5.0,15.0,18.0,21.0,17.0
30073.0,12.0,28.0,60.0,77.0,73.0,73.0,84.0,5.0,6.0,4.0,4.0,12.0,18.0,21.0,23.0
30078.0,3.0,26.0,71.0,84.0,85.0,81.0,85.0,2.0,2.0,2.0,2.0,13.0,14.0,13.0,17.0
30083.0,21.0,26.0,53.0,67.0,60.0,66.0,77.0,12.0,14.0,13.0,8.0,15.0,21.0,26.0,21.0
30084.0,19.0,24.0,57.0,73.0,68.0,70.0,80.0,8.0,9.0,7.0,7.0,13.0,19.0,23.0,23.0
30085.0,19.0,30.0,51.0,68.0,62.0,66.0,76.0,11.0,13.0,11.0,8.0,16.0,21.0,25.0,23.0
30087.0,8.0,17.0,75.0,78.0,72.0,75.0,87.0,5.0,6.0,6.0,4.0,9.0,17.0,22.0,19.0
30088.0,14.0,26.0,60.0,67.0,61.0,62.0,77.0,10.0,11.0,10.0,7.0,16.0,23.0,28.0,28.0
30089.0,11.0,23.0,66.0,72.0,67.0,69.0,79.0,7.0,8.0,8.0,6.0,15.0,21.0,25.0,23.0
30092.0,9.0,22.0,69.0,70.0,64.0,68.0,78.0,8.0,9.0,10.0,5.0,17.0,22.0,27.0,22.0
30093.0,13.0,27.0,60.0,70.0,67.0,66.0,78.0,7.0,9.0,8.0,4.0,18.0,23.0,24.0,26.0
30094.0,19.0,25.0,56.0,71.0,65.0,68.0,79.0,9.0,10.0,9.0,6.0,15.0,20.0,25.0,23.0
30101.0,19.0,28.0,53.0,65.0,59.0,62.0,73.0,12.0,14.0,13.0,9.0,18.0,23.0,27.0,25.0
30103.0,2.0,6.0,92.0,86.0,81.0,85.0,93.0,2.0,2.0,3.0,2.0,5.0,12.0,17.0,12.0
30105.0,7.0,23.0,70.0,71.0,65.0,67.0,81.0,6.0,8.0,7.0,3.0,16.0,23.0,27.0,26.0
30107.0,5.0,14.0,81.0,84.0,79.0,82.0,90.0,4.0,6.0,3.0,3.0,7.0,12.0,15.0,15.0
30108.0,7.0,17.0,76.0,81.0,77.0,79.0,86.0,5.0,6.0,5.0,3.0,11.0,14.0,17.0,16.0
30110.0,22.0,30.0,48.0,65.0,59.0,62.0,74.0,11.0,14.0,13.0,8.0,18.0,24.0,27.0,25.0
30111.0,13.0,29.0,58.0,74.0,68.0,71.0,83.0,6.0,6.0,7.0,4.0,13.0,20.0,26.0,22.0
30112.0,4.0,8.0,88.0,84.0,78.0,84.0,90.0,3.0,4.0,3.0,2.0,8.0,13.0,18.0,13.0
30113.0,7.0,22.0,71.0,81.0,80.0,80.0,83.0,4.0,3.0,3.0,6.0,11.0,15.0,17.0,17.0
30114.0,12.0,25.0,63.0,72.0,67.0,68.0,80.0,7.0,8.0,7.0,5.0,15.0,21.0,25.0,25.0
30115.0,7.0,21.0,72.0,77.0,72.0,75.0,84.0,4.0,6.0,4.0,3.0,13.0,19.0,22.0,21.0
30117.0,7.0,17.0,76.0,67.0,61.0,63.0,75.0,11.0,15.0,10.0,9.0,16.0,22.0,24.0,27.0
30119.0,5.0,21.0,74.0,74.0,67.0,71.0,83.0,6.0,9.0,6.0,3.0,14.0,20.0,24.0,23.0
30121.0,15.0,27.0,58.0,71.0,64.0,69.0,81.0,8.0,10.0,8.0,6.0,13.0,21.0,26.0,23.0
30122.0,8.0,21.0,71.0,73.0,67.0,72.0,80.0,5.0,7.0,6.0,4.0,16.0,22.0,26.0,22.0
30123.0,4.0,13.0,83.0,79.0,73.0,77.0,86.0,3.0,4.0,4.0,2.0,12.0,18.0,23.0,19.0
30130.0,7.0,21.0,72.0,75.0,70.0,72.0,83.0,4.0,5.0,5.0,4.0,13.0,21.0,25.0,23.0
30131.0,6.0,10.0,84.0,83.0,78.0,82.0,89.0,5.0,5.0,6.0,3.0,8.0,12.0,17.0,12.0
30134.0,7.0,16.0,77.0,79.0,73.0,79.0,85.0,5.0,6.0,6.0,3.0,12.0,16.0,21.0,15.0
30136.0,2.0,17.0,81.0,80.0,76.0,79.0,84.0,3.0,2.0,5.0,3.0,13.0,17.0,22.0,16.0
30138.0,2.0,8.0,90.0,84.0,81.0,82.0,88.0,5.0,6.0,5.0,5.0,7.0,11.0,13.0,13.0
30139.0,7.0,14.0,79.0,73.0,67.0,72.0,82.0,8.0,10.0,8.0,6.0,12.0,19.0,23.0,20.0
30146.0,5.0,10.0,85.0,81.0,76.0,80.0,86.0,4.0,6.0,4.0,2.0,12.0,15.0,18.0,16.0
30147.0,9.0,19.0,72.0,72.0,67.0,69.0,80.0,8.0,10.0,9.0,5.0,15.0,20.0,23.0,22.0
30148.0,11.0,22.0,67.0,72.0,67.0,69.0,79.0,9.0,11.0,9.0,6.0,15.0,19.0,22.0,22.0
31300.0,6.0,23.0,71.0,81.0,73.0,80.0,89.0,5.0,7.0,6.0,3.0,8.0,14.0,20.0,14.0
31301.0,3.0,14.0,83.0,89.0,86.0,86.0,93.0,2.0,5.0,1.0,1.0,6.0,9.0,9.0,13.0
31304.0,3.0,25.0,72.0,84.0,82.0,83.0,86.0,0.0,1.0,0.0,1.0,13.0,16.0,17.0,17.0
31311.0,11.0,31.0,58.0,75.0,71.0,71.0,82.0,3.0,5.0,4.0,3.0,15.0,22.0,24.0,25.0
31312.0,4.0,8.0,88.0,88.0,89.0,85.0,90.0,5.0,4.0,4.0,6.0,4.0,7.0,7.0,11.0
31313.0,14.0,20.0,66.0,77.0,75.0,72.0,84.0,6.0,5.0,7.0,6.0,10.0,17.0,20.0,21.0
31314.0,8.0,26.0,66.0,70.0,65.0,67.0,78.0,9.0,11.0,9.0,7.0,15.0,21.0,24.0,24.0
31315.0,4.0,20.0,76.0,77.0,74.0,79.0,78.0,4.0,2.0,3.0,7.0,15.0,19.0,24.0,18.0
31317.0,5.0,21.0,74.0,80.0,80.0,76.0,83.0,5.0,5.0,5.0,4.0,13.0,15.0,15.0,19.0
31318.0,5.0,21.0,74.0,73.0,70.0,70.0,80.0,6.0,6.0,9.0,4.0,16.0,21.0,24.0,21.0
31319.0,4.0,20.0,76.0,82.0,77.0,82.0,88.0,3.0,3.0,3.0,2.0,10.0,15.0,20.0,15.0
40001.0,10.0,20.0,70.0,80.0,78.0,79.0,84.0,7.0,7.0,9.0,5.0,11.0,13.0,15.0,12.0
40002.0,9.0,18.0,73.0,83.0,77.0,84.0,87.0,3.0,3.0,4.0,2.0,11.0,14.0,20.0,12.0
40004.0,7.0,24.0,69.0,79.0,74.0,77.0,87.0,5.0,5.0,6.0,3.0,10.0,16.0,21.0,17.0
40007.0,13.0,26.0,61.0,77.0,70.0,76.0,86.0,5.0,6.0,6.0,4.0,10.0,18.0,24.0,18.0
40010.0,6.0,20.0,74.0,77.0,68.0,77.0,86.0,4.0,5.0,5.0,2.0,12.0,19.0,27.0,18.0
40011.0,7.0,17.0,76.0,89.0,85.0,89.0,93.0,4.0,5.0,4.0,4.0,3.0,7.0,10.0,7.0
40014.0,12.0,24.0,64.0,76.0,71.0,74.0,82.0,5.0,7.0,5.0,3.0,15.0,19.0,22.0,21.0
40015.0,11.0,25.0,64.0,77.0,76.0,70.0,86.0,7.0,6.0,6.0,8.0,6.0,16.0,18.0,24.0
40016.0,8.0,20.0,72.0,79.0,74.0,77.0,86.0,4.0,5.0,5.0,2.0,12.0,17.0,21.0,18.0
40017.0,11.0,22.0,67.0,81.0,76.0,79.0,87.0,5.0,5.0,4.0,4.0,9.0,14.0,19.0,17.0
40019.0,14.0,26.0,60.0,76.0,72.0,72.0,83.0,11.0,11.0,12.0,9.0,8.0,13.0,17.0,16.0
40020.0,10.0,21.0,69.0,78.0,73.0,76.0,85.0,5.0,7.0,5.0,3.0,12.0,17.0,20.0,19.0
40022.0,9.0,22.0,69.0,76.0,71.0,73.0,83.0,7.0,9.0,8.0,5.0,12.0,17.0,20.0,19.0
40026.0,11.0,18.0,71.0,75.0,69.0,73.0,84.0,6.0,7.0,6.0,4.0,12.0,19.0,24.0,21.0
40027.0,7.0,19.0,74.0,77.0,73.0,76.0,84.0,5.0,7.0,6.0,4.0,12.0,18.0,20.0,18.0
40029.0,8.0,17.0,75.0,83.0,79.0,83.0,89.0,4.0,4.0,4.0,2.0,9.0,13.0,17.0,13.0
40036.0,16.0,25.0,59.0,76.0,71.0,74.0,84.0,6.0,7.0,7.0,4.0,12.0,18.0,22.0,19.0
40039.0,13.0,27.0,60.0,76.0,71.0,77.0,81.0,5.0,8.0,5.0,3.0,16.0,19.0,21.0,18.0
40041.0,10.0,26.0,64.0,79.0,74.0,77.0,87.0,5.0,6.0,5.0,4.0,9.0,16.0,20.0,18.0
40050.0,12.0,14.0,74.0,83.0,78.0,83.0,89.0,4.0,5.0,6.0,1.0,10.0,13.0,17.0,11.0
40051.0,4.0,25.0,71.0,93.0,90.0,93.0,97.0,1.0,2.0,0.0,1.0,2.0,6.0,8.0,7.0
40055.0,15.0,28.0,57.0,71.0,64.0,68.0,81.0,8.0,10.0,9.0,5.0,14.0,21.0,26.0,23.0
40062.0,10.0,24.0,66.0,74.0,67.0,73.0,83.0,7.0,8.0,8.0,5.0,12.0,19.0,25.0,19.0
40067.0,7.0,28.0,65.0,83.0,80.0,81.0,86.0,2.0,4.0,3.0,1.0,13.0,15.0,16.0,16.0
40069.0,17.0,27.0,56.0,68.0,65.0,66.0,73.0,14.0,16.0,15.0,10.0,17.0,18.0,19.0,19.0
40071.0,8.0,24.0,68.0,79.0,73.0,79.0,86.0,4.0,6.0,4.0,3.0,11.0,17.0,21.0,17.0
40072.0,1.0,20.0,79.0,93.0,90.0,91.0,97.0,2.0,3.0,1.0,2.0,1.0,5.0,7.0,8.0
40076.0,11.0,12.0,77.0,91.0,86.0,91.0,94.0,5.0,5.0,5.0,6.0,0.0,4.0,9.0,4.0
40078.0,16.0,24.0,60.0,67.0,59.0,66.0,77.0,12.0,15.0,11.0,9.0,14.0,21.0,26.0,23.0
40084.0,16.0,23.0,61.0,78.0,72.0,77.0,85.0,6.0,8.0,7.0,4.0,11.0,16.0,20.0,16.0
40114.0,11.0,22.0,67.0,80.0,74.0,79.0,86.0,5.0,6.0,5.0,3.0,11.0,15.0,20.0,16.0
40118.0,7.0,17.0,76.0,81.0,75.0,80.0,87.0,5.0,6.0,6.0,2.0,11.0,14.0,19.0,14.0
40119.0,7.0,25.0,68.0,76.0,70.0,74.0,84.0,5.0,7.0,5.0,3.0,13.0,19.0,23.0,21.0
